!EXCLAMATION-POINT = éksklemēśenpōnt
UNQUESTIONABLE = enkwéscenebel
UNQUESTIONABLY = enkwéscenebli
UNQUESTIONED = enkwéscend
UNQUESTIONING = enkwésceniŋ
UNQUOTE = ankwòt
UNRATED = enrētid
UNRATH = anreŧ
UNRATIFIED = enrátifād
UNRAVEL = enrável
UNRAVELED = enráveld
UNRAVELING = enráveliŋ
UNRAVELING(1) = enrávliŋ
UNRAVELS = enrávelz
UNREACHABLE = enrícebel
UNREAD = enréd
UNREADABLE = enrídebel
UNREADABLE(1) = anrídebel
UNREAL = enríl
UNREALISTIC = enrílistik
UNREALISTICALLY = enríelistikli
UNREALITY = anriáleti
UNREALIZED = enríelāzd
UNREASONABLE = enríznebel
UNREASONABLY = enrízenebli
UNREASONING = enrízniŋ
UNRECEPTIVE = enriséptiv
UNRECOGNIZABLE = enrékegnāzebel
UNRECOGNIZED = enrékegnāzd
UNRECONCILED = enrékensāld
UNRECONSTRUCTED = anrikenstraktid
UNRECORDED = anrikordid
UNREDEEMED = anridímd
UNREFINED = anrifānd
UNREFUTED = anrifyútid
UNREGISTERED = enréjisterd
UNREGULATED = enrégyelētid
UNREHEARSED = enríherst
UNREIMBURSED = enríimberst
UNREIN = ónrān
UNRELATED = anrilētid
UNRELATED(1) = anrilētid
UNRELEASED = enrilíst
UNRELENTING = anriléntiŋ
UNRELIABILITY = anrilāebiliti
UNRELIABLE = anrilāebel
UNRELIABLE(1) = anrilāebel
UNRELIEVED = anrilívd
UNREMARKABLE = enrimarkebel
UNREMARKED = enrimarkt
UNREMITTED = enrimitid
UNREMITTING = anrimitiŋ
UNREMITTING(1) = anrimitiŋ
UNREPENTANT = anripéntent
UNREPENTANT(1) = anripéntent
UNREPORTED = anriportid
UNREPRESENTATIVE = enréprizéntetiv
UNREPRESENTED = enréprizéntid
UNREQUITED = anrikwātid
UNRESOLVED = enrizolvd
UNRESPONSIVE = anrisponsiv
UNREST = enrést
UNRESTRAINED = anristrēnd
UNRESTRICTED = anristriktid
UNREVISED = enrivāzd
UNRING = enriŋ
UNRIVALED = enrāveld
UNROLL = anròl
UNROLLED = anròld
UNROLLING = anròliŋ
UNROLLS = anròlz
UNRUE = anrú
UNRUFFLED = enrafeld
UNRUH = anrú
UNRULY = enrúli
UNSAFE = ensēf
UNSAID = enséd
UNSALABLE = ensēlebel
UNSALEABLE = ensēlebel
UNSANCTIONED = ensáŋkśend
UNSANITARY = ensánetéri
UNSATISFACTORY = ansetisfákteri
UNSATISFIED = ensátisfād
UNSATISFYING = ensátisfāiŋ
UNSATURATED = ensácerētid
UNSAVORY = ensēveri
UNSCATHED = enskēđd
UNSCHEDULED = enskéjúld
UNSCIENTIFIC = ensāentifik
UNSCOM = anskóm
UNSCRAMBLE = enskrámbel
UNSCRIPTED = enskriptid
UNSCRUPULOUS = enskrúpyeles
UNSEAL = ensíl
UNSEALED = ensíld
UNSEASONABLY = ensízenebli
UNSEAT = ensít
UNSEATED = ensítid
UNSEATING = ensítiŋ
UNSECURED = ansikyurd
UNSECURED(1) = ansikyurd
UNSEEMLY = ensímli
UNSEEN = ensín
UNSELL = ensél
UNSENTIMENTAL = enséntiméntel
UNSER = anser
UNSERVICEABLE = enservesebel
UNSERVICEABLE(1) = anservesebel
UNSET = ensét
UNSET(1) = ansét
UNSETTLE = ensétel
UNSETTLED = ensételd
UNSETTLING = ensételiŋ
UNSETTLING(1) = ensétliŋ
UNSHACKLE = enśákel
UNSHACKLED = enśákeld
UNSHAKABLE = enśēkebel
UNSHAKEABLE = enśēkebel
UNSHAKEN = enśēken
UNSHARPENED = enśarpend
UNSHAVEN = enśēven
UNSIGHTLY = ensātli
UNSIGNED = ensānd
UNSINKABLE = ensiŋkebel
UNSKILLED = enskild
UNSMILING = ensmāliŋ
UNSOLD = ensòld
UNSOLICITED = anselisitid
UNSOLVABLE = ensolvebel
UNSOLVED = ensolvd
UNSOPHISTICATED = ansefistikētid
UNSOUND = ensànd
UNSPARING = enspériŋ
UNSPEAKABLE = enspíkebel
UNSPECIFIED = enspésefād
UNSPECTACULAR = anspéktákyeler
UNSPENT = enspént
UNSPOILED = enspōld
UNSPOKEN = enspòken
UNSPORTSMANLIKE = ensportsmenlāk
UNSTABLE = enstēbel
UNSTAINED = enstēnd
UNSTATED = enstētid
UNSTEADY = enstédi
UNSTINTING = enstintiŋ
UNSTOPPABLE = enstopebel
UNSTRUCTURED = enstrakśerd
UNSTUCK = enstak
UNSUBSCRIBE = ensebskrāb
UNSUBSCRIBED = ensebskrābd
UNSUBSIDIZED = ensabsedāzd
UNSUBSTANTIATED = ansebstánśiētid
UNSUBTLE = ensatel
UNSUCCESSFUL = anseksésfel
UNSUCCESSFULLY = anseksésfeli
UNSUITABLE = ensútebel
UNSUITED = ensútid
UNSULLIED = ensalid
UNSUNG = ensaŋ
UNSUPERVISED = ensúpervāzd
UNSUPPORTABLE = anseportebel
UNSUPPORTED = enseportid
UNSURE = enśur
UNSURPASSED = anserpást
UNSURPRISING = enserprāziŋ
UNSURPRISINGLY = anserprāziŋli
UNSUSPECTED = ansespéktid
UNSUSPECTING = ansespéktiŋ
UNSUSTAINABLE = ansestēnebel
UNSUSTAINABLY = ansestēnebli
UNSWAYED = enswēd
UNSWERVING = enswerviŋ
UNSWORTH = answerŧ
UNSYMPATHETIC = ensimpeŧétik
UNTAINTED = entēntid
UNTANGLE = entáŋgel
UNTANGLING = entáŋliŋ
UNTAPPED = entápt
UNTAXED = entákst
UNTED = entéd
UNTENABLE = enténebel
UNTENDERED = enténderd
UNTERBERG = anterberg
UNTERMAN = antermen
UNTERMEYER = antermār
UNTERREINER = ónterāner
UNTESTED = entéstid
UNTHINKABLE = enŧiŋkebel
UNTHINKING = enŧiŋkiŋ
UNTHINKINGLY = enŧiŋkiŋli
UNTIDY = entādi
UNTIE = entā
UNTIED = entād
UNTIEDT = óntit
UNTIL = entil
UNTIMELY = entāmli
UNTO = antú
UNTOLD = entòld
UNTOUCHABLE = entacebel
UNTOUCHABLES = entacebelz
UNTOUCHED = entact
UNTOWARD = entúord
UNTOWARD(1) = enteword
UNTRACEABLE = entrēsebel
UNTRADITIONAL = antrediśenel
UNTRAINED = entrēnd
UNTRAMMELED = entrámeld
UNTREATABLE = entrítebel
UNTREATED = entrítid
UNTRIED = entrād
UNTROUBLED = entrabeld
UNTRUE = entrú
UNTRUSTWORTHY = entrastwerđi
UNTRUTH = entrúŧ
UNTRUTHFUL = entrúŧfel
UNTRUTHS = entrúŧs
UNTRUTHS(1) = entrúđs
UNTURNED = enternd
UNTYPICAL = entipikel
UNUM = yúnem
UNUM(1) = únem
UNUSABLE = enyúzebel
UNUSED = enyúzd
UNUSUAL = enyúźúel
UNUSUAL(1) = enyúźwel
UNUSUALLY = enyúźúeli
UNUSUALLY(1) = enyúźweli
UNVARNISHED = envarniśt
UNVEIL = envēl
UNVEILED = envēld
UNVEILING = envēliŋ
UNVEILS = envēlz
UNVERIFIABLE = envérifāebel
UNVERIFIED = envérifād
UNVERZAGT = ónverzógt
UNWANTED = enwóntid
UNWARRANTED = enworentid
UNWARY = enwéri
UNWASHED = enwaśt
UNWAVERING = enwēveriŋ
UNWED = enwéd
UNWELCOME = enwélkem
UNWELCOMED = enwélkemd
UNWELL = enwél
UNWIELDINESS = enwíldines
UNWIELDING = enwíldiŋ
UNWIELDY = enwíldi
UNWILLING = enwiliŋ
UNWILLINGLY = enwiliŋli
UNWILLINGNESS = enwiliŋnis
UNWIN = ónwin
UNWIND = enwānd
UNWINDING = enwāndiŋ
UNWINNABLE = enwinebel
UNWISE = enwāz
UNWISELY = enwāzli
UNWITTING = enwitiŋ
UNWITTINGLY = enwitiŋli
UNWORKABLE = enwerkebel
UNWORRIED = enwerid
UNWORTHY = enwerđi
UNWOUND = enwànd
UNWRAP = enráp
UNWRAPPED = enrápt
UNWRAPPING = enrápiŋ
UNWRITTEN = enriten
UNYIELDING = enyíldiŋ
UNZ = anz
UNZICKER = ónziker
UNZIP = enzip
UNZIPPED = enzipt
UP = ap
UP'S = aps
UPBEAT = apbít
UPBRAID = apbrēd
UPBRAIDED = epbrēdid
UPBRINGING = apbriŋiŋ
UPCHURCH = apcerc
UPCOMING = apkamiŋ
UPDATE = epdēt
UPDATE(1) = apdēt
UPDATED = epdēted
UPDATED(1) = apdēted
UPDATED(2) = apdētid
UPDATES = epdēts
UPDATES(1) = apdēts
UPDATING = epdētiŋ
UPDATING(1) = apdētiŋ
UPDEGRAFF = apdigref
UPDEGROVE = úpdégròvi
UPDIKE = apdāk
UPDIKE'S = apdākz
UPDRAFT = apdráft
UPDRAFTS = apdráfts
UPDYKE = apdāk
UPFRONT = apfrant
UPGRADE = epgrēd
UPGRADE(1) = apgrēd
UPGRADED = epgrēded
UPGRADED(1) = apgrēded
UPGRADED(2) = apgrēdid
UPGRADER = apgrēder
UPGRADES = epgrēdz
UPGRADES(1) = apgrēdz
UPGRADING = epgrēdiŋ
UPGRADING(1) = apgrēdiŋ
UPHAM = apem
UPHEAVAL = ephível
UPHEAVALS = ephívelz
UPHELD = ephéld
UPHILL = aphil
UPHOFF = aphóf
UPHOLD = ephòld
UPHOLDING = ephòldiŋ
UPHOLDS = ephòldz
UPHOLSTER = epòlster
UPHOLSTERED = epòlsterd
UPHOLSTERY = epòlsteri
UPJOHN = apjan
UPJOHN'S = apjanz
UPKEEP = apkíp
UPLAND = aplend
UPLANDS = aplendz
UPLIFT = aplift
UPLIFTED = apliftid
UPLIFTING = apliftiŋ
UPLINGER = úpeliŋer
UPLINGER(1) = úpliŋer
UPLINK = úpliŋk
UPLINKED = úpliŋkd
UPLINKS = úpliŋks
UPLOAD = aplòd
UPLOADED = aplòdid
UPLOADING = aplòdiŋ
UPMANSHIP = apmenśip
UPMARKET = apmarket
UPON = epon
UPP = ap
UPPED = apt
UPPER = aper
UPPERCLASS = aperklás
UPPERMAN = apermen
UPPERMOST = apermòst
UPPERS = aperz
UPPING = apiŋ
UPPITY = apeti
UPRIGHT = eprāt
UPRIGHT(1) = aprāt
UPRIGHTS = aprāts
UPRISE = aprāz
UPRISING = eprāziŋ
UPRISING(1) = aprāziŋ
UPRISINGS = aprāziŋz
UPRIVER = apriver
UPROAR = apror
UPROOT = eprút
UPROOTED = eprútid
UPROOTING = eprútiŋ
UPS = aps
UPSCALE = apskēl
UPSET = epsét
UPSET(1) = apsét
UPSETS = epséts
UPSETS(1) = apséts
UPSETTING = epsétiŋ
UPSHAW = apśó
UPSHOT = apśot
UPSHUR = apśer
UPSIDE = apsād
UPSIDE-DOWN = apsādàn
UPSIZE = apsāz
UPSIZING = apsāziŋ
UPSON = apsen
UPSTAGE = epstēj
UPSTAGED = apstējd
UPSTAIRS = epstérz
UPSTANDING = apstándiŋ
UPSTART = apstart
UPSTARTING = apstartiŋ
UPSTARTS = epstarts
UPSTATE = apstēt
UPSTREAM = apstrím
UPSURGE = apserj
UPSWING = epswiŋ
UPSWING(1) = apswiŋ
UPSWINGS = apswiŋz
UPTAIN = eptēn
UPTAKE = aptēk
UPTEGROVE = aptigrev
UPTICK = aptik
UPTICKS = aptiks
UPTIGHT = eptāt
UPTON = apten
UPTOWN = aptàn
UPTREND = aptrénd
UPTURN = eptern
UPTURN(1) = aptern
UPTURNS = apternz
UPWARD = apwerd
UPWARDLY = apwerdli
UPWARDS = apwerdz
UPWOOD = apwud
UR = er
URAL = yurel
URALS = yurelz
URAM = yúrem
URANGA = eraŋge
URANIUM = yerēniem
URANUS = yúrenes
URANUS(1) = yerenes
URBACH = erbek
URBAIN = erbēn
URBAN = erben
URBAN'S = erbenz
URBANA = erbáne
URBANCHUK = erbancek
URBANCZYK = erbancik
URBANE = erbēn
URBANEK = erbánék
URBANI = erbani
URBANIAK = erbániek
URBANIK = erbánik
URBANISM = erbenizm
URBANITE = erbenāt
URBANITES = erbenāts
URBANIZATION = erbenezēśen
URBANIZATION(1) = erbenizēśen
URBANIZE = erbenāz
URBANIZED = erbenāzd
URBANO = erbanò
URBANOWICZ = erbánevic
URBANSKI = erbánski
URBAS = erbez
URBASZEWSKI = erbesúski
URBINA = erbíne
URCHIN = ercen
URCHINS = ercenz
URDA = erde
URDANGARIN = erdáŋerin
URDIALES = erdiēlz
URDU = erdú
URE = yúr
UREA = yeríe
UREMIA = yerímie
UREN = erén
URENA = erēne
URESTI = erésti
URETHANE = yereŧēn
URETHRA = yeríŧre
UREY = yeri
URFER = erfer
URGE = erj
URGED = erjd
URGEN = erjén
URGEN'S = erjénz
URGENCY = erjensi
URGENT = erjent
URGENTLY = erjentli
URGES = erjez
URGES(1) = erjiz
URGING = erjiŋ
URGINGS = erjiŋz
URGO = ergò
URI = yeri
URI'S = yeriz
URIAN = yerien
URIARTE = yeriarti
URIAS = yeríez
URIBE = yeríbi
URIC = yerik
URICH = yerik
URICK = yerrik
URIE = yeri
URIEGAS = yerígez
URINALYSIS = yerenálesis
URINARY = yerenéri
URINATE = yerenēt
URINATING = yerenētiŋ
URINE = yeren
URINE(1) = yuren
URIOSTE = yeriòsti
URKEL = erkel
URMAN = ermen
URN = ern
URNESS = ernes
UROKINASE = yerekenēz
UROLOGIST = yeralejest
UROLOGISTS = yeralejests
UROLOGY = yeraleji
URQUHART = erkart
URQUIDEZ = erkwídéz
URQUIDI = erkwídi
URQUIZA = erkwíze
URREA = eríe
URRUTIA = erúśe
URSA = erse
URSCHEL = erśel
URSERY = erseri
URSIE = ersi
URSIN = ersin
URSINI = ersíni
URSO = ersò
URSOLA = ersòle
URSON = ersen
URSTADT = erstát
URSULA = ersele
URSUS = erses
URSY = ersi
URTON = erten
URUGUAY = yeregwē
URUGUAY(1) = yeregwā
URUGUAY'S = yeregwēz
URUGUAY'S(1) = yeregwāz
URUGUAYAN = yeregwēen
URUGUAYAN(1) = yeregwāen
URWIN = erwen
URY = yúri
URY(1) = yeri
US = as
US(1) = yúés
USA = yúésē
USABLE = yúzebel
USAFE = yúsēf
USAGE = yúsej
USAGE(1) = yúsij
USAGES = yúsejez
USAGES(1) = yúsijiz
USAID = yúésēd
USAIR = yúésér
USAIR'S = yúésérz
USAIRWAYS = yúésérwēz
USAMERIBANCS = yúéseméribánks
USBANCORP = yúésbáŋkorp
USE = yús
USE(1) = yúz
USEC = yúsék
USED = yúzd
USEFUL = yúsfel
USEFUL'S = yúsfelz
USEFULLY = yúsfeli
USEFULNESS = yúsfelnes
USELESS = yúsles
USELMAN = yúselmen
USELTON = yúselten
USENET = yúznét
USER = yúzer
USER'S = yúzerz
USERS = yúzerz
USERS' = yúzerz
USERY = yúzeri
USES = yúsez
USES(1) = yúsiz
USES(2) = yúzez
USES(3) = yúziz
USHER = aśer
USHERED = aśerd
USHERING = aśeriŋ
USHERS = aśerz
USINES = yúzínz
USING = yúziŋ
USINOR = yúsener
USONIAM = yúsòniem
USREY = asri
USRY = asri
USS = yúésés
USSERY = aseri
USTASHA = yústaśe
USTINOV = ústinev
USTINOV(1) = yústinev
USTRUST = yúéstrast
USUAL = yúźewel
USUAL(1) = yúźúel
USUALLY = yúźeweli
USUALLY(1) = yúźeli
USURP = yúserp
USURPATION = yúserpēśen
USURPED = yúserpt
USURPING = yúserpiŋ
USURPS = yúserps
USURY = yúźeri
USURY(1) = yúzeri
UTAH = yútó
UTAH'S = yútez
UTAMARO = yútemarò
UTECH = yúték
UTECHT = yútékt
UTENSIL = yúténsel
UTENSILS = yúténselz
UTERINE = yúteren
UTERO = yúterò
UTERUS = yúteres
UTGOFF = atgóf
UTHE = ađ
UTHE(1) = aŧ
UTHER = yúŧer
UTHER(1) = ađer
UTICA = yúteke
UTICA(1) = yútike
UTILICORP = yútilekorp
UTILICORP(1) = yútilekor
UTILITARIAN = yútiletérien
UTILITIES = yútiletiz
UTILITIES' = yútiletiz
UTILITY = yútileti
UTILITY'S = yútiletiz
UTILIZATION = yútelezēśen
UTILIZE = yútelāz
UTILIZED = yútelāzd
UTILIZES = yútelāziz
UTILIZING = yútelāziŋ
UTKE = atki
UTLEY = atli
UTMOST = atmòst
UTOPIA = yútòpie
UTOPIAN = yútòpien
UTOPIANS = yútòpienz
UTOPIAS = yútòpiez
UTSEY = atsi
UTSUMI = útsúmi
UTT = at
UTTECH = aték
UTTER = ater
UTTERANCE = aterens
UTTERANCES = aterensiz
UTTERED = aterd
UTTERING = ateriŋ
UTTERLY = aterli
UTTERS = aterz
UTZ = ats
UTZINGER = atziŋer
UVA = yúve
UVA(1) = yúvíē
UWE = yú
UY = úi
UY(1) = yúwā
UYEDA = āíde
UYEHARA = úyēhare
UYENO = āēnò
UYS = yúiz
UYS(1) = yúwāés
UZBEK = úzbék
UZBEKISTAN = úzbékistán
UZBEKS = úzbéks
UZELAC = ezélek
UZI = úzi
UZIS = úziz
UZMACK = úzmák
UZZELL = úzél
UZZLE = azel
U_L = yúél
U_S_M_C = yúésémsí
V = ví
V'S = víz
V. = ví
V.'S = víz
V.A. = víē
V.S = víz
VAAL = val
VAAPENFABRIKK = vapénfebrik
VAAPENFABRIKK(1) = vapenfabrik
VACA = váke
VACANCIES = vēkensiz
VACANCY = vēkensi
VACANT = vēkent
VACANTI = vekánti
VACATE = vēkēt
VACATED = vēkēted
VACATED(1) = vēkēted
VACATING = vēkētiŋ
VACATION = vēkēśen
VACATIONED = vēkēśend
VACATIONER = vēkēśener
VACATIONERS = vēkēśenerz
VACATIONERS' = vēkēśenerz
VACATIONING = vēkēśeniŋ
VACATIONING(1) = vēkēśniŋ
VACATIONS = vēkēśenz
VACAVILLE = vákevil
VACCA = váke
VACCARELLA = vekeréle
VACCARO = vekarò
VACCINA = váksíne
VACCINATE = váksenēt
VACCINATED = váksenētid
VACCINATION = veksenēśen
VACCINATIONS = váksenēśenz
VACCINE = váksín
VACCINE'S = váksínz
VACCINES = váksínz
VACCINIA = vecínie
VACCO = vákò
VACEK = vacék
VACHA = váce
VACHON = vácen
VACILLATE = váselēt
VACILLATED = váselētid
VACILLATES = váselēts
VACILLATING = váselētiŋ
VACILLATION = váselēśen
VACLAV = váklav
VACLAV(1) = vaklav
VACLAVIK = váklevik
VACUOUS = vákyúes
VACUTAINER = vákyútēner
VACUUM = vákyúm
VACUUMED = vákyúmd
VACUUMING = vákyúmiŋ
VACUUMS = vákyúmz
VADALA = vedale
VADAS = vadez
VADEHRA = vedēre
VADEN = vēden
VADER = vēder
VADIM = vedím
VADNAIS = vednē
VADNEY = vádni
VAETH = víŧ
VAGABOND = vágebend
VAGABONDS = vágebendz
VAGARIES = vēgeriz
VAGARY = vēgeri
VAGELOS = vejélòs
VAGINA = vejāne
VAGINAL = vejānel
VAGRANCY = vēgrensi
VAGRANT = vēgrent
VAGRANTS = vēgrents
VAGUE = vēg
VAGUELY = vēgli
VAGUENESS = vēgnis
VAGUER = vēger
VAGUEST = vēgist
VAGUINE = vegwín
VAHEY = váhē
VAHID = vehíd
VAHL = val
VAHLE = vēhel
VAIL = vēl
VAILAB = vēláb
VAILE = vēl
VAILLANCOURT = vēlenkort
VAIN = vēn
VAINLY = vēnli
VAJDA = vāde
VAJNA = vāne
VAKUF = vákaf
VAL = vál
VALA = vale
VALABLE = válebel
VALADE = veladē
VALADEZ = veladéz
VALASEK = velasék
VALBORGA = velborge
VALCOURT = velkort
VALDA = valde
VALDEMAR = veldēmar
VALDERRAMA = veldérame
VALDES = veldéz
VALDES-PEREZ = váldézperéz
VALDESHARI = váldéśari
VALDEZ = veldéz
VALDIS = váldis
VALDIVIA = veldívie
VALDOSTA = váldóste
VALDOVINOS = veldòvínòz
VALE = vēl
VALEA = velíe
VALEDA = velēde
VALEDICTORIAN = válediktorien
VALEDICTORY = váledikteri
VALEK = valék
VALENCE = vēlens
VALENCIA = velénsie
VALENCIA'S = velénsiez
VALENCIENNE = velénsién
VALENS = válenz
VALENSUELA = válenzwēle
VALENSUELA'S = válenzwēlez
VALENT = válent
VALENTA = velénta
VALENTE = veléntí
VALENTI = veléntí
VALENTIA = velénśe
VALENTIN = valéntín
VALENTINA = valéntíne
VALENTINE = válentān
VALENTINE'S = válentānz
VALENTINES = válentānz
VALENTINI = válentíni
VALENTINO = válentínò
VALENTINO'S = válentínòz
VALENZA = velénze
VALENZANO = válénzanò
VALENZUELA = velénzúle
VALEO = váliò
VALERA = velére
VALERI = veléri
VALERIA = velírie
VALERIAN = velirien
VALERIANO = velerianò
VALERIE = váleri
VALERIO = velíriò
VALERO = velérò
VALERY = váleri
VALES = vēlz
VALESKA = velēske
VALET = velē
VALHALLA = válhále
VALHI = válhi
VALIA = válye
VALIANT = vályent
VALIANTLY = vályentli
VALID = válid
VALIDA = velíde
VALIDATE = váledēt
VALIDATED = váledēted
VALIDATES = váledēts
VALIDATING = váledētiŋ
VALIDATION = váledēśen
VALIDED = váledid
VALIDITY = veliditi
VALIDLY = válidli
VALIENTE = valiéntí
VALIN = válin
VALIQUETTE = válikét
VALIS = vális
VALIUM = válíem
VALK = vók
VALKO = válkò
VALKYRIE = válkíríe
VALLA = vále
VALLADARES = veledarés
VALLANCE = válens
VALLANDINGHAM = velandiŋhám
VALLARIO = velariò
VALLARTA = válarte
VALLAS = vález
VALLE = vēl
VALLEAU = velò
VALLEE = váli
VALLEGRANDE = váligrándi
VALLEGRANDE(1) = váligránd
VALLEJO = velēyò
VALLEJOS = velēyòz
VALLELY = vēli
VALLELY(1) = váli
VALLERY = váleri
VALLES = vēlz
VALLETTE = válét
VALLEY = váli
VALLEY'S = váliz
VALLEYS = váliz
VALLEZ = veléz
VALLI = váli
VALLIANT = velíent
VALLIE = vóli
VALLIER = válier
VALLIERE = váliér
VALLIS = vális
VALLO = válò
VALLONE = velòni
VALLOT = válet
VALLS = vólz
VALMEYER = válmāer
VALMONT = vólmont
VALOIS = velwa
VALONE = velòn
VALONIA = velònye
VALOR = váler
VALOREE = válerí
VALORES = veloréz
VALPARAISO = válperēsò
VALSELLA = vólséle
VALSPAR = válzper
VALTEK = vólték
VALTIERRA = veltire
VALU = vályú
VALUABLE = vályebel
VALUABLE(1) = vályúbel
VALUABLES = vályebelz
VALUABLES(1) = vályúbelz
VALUATION = velyúēśen
VALUATIONS = velyúēśenz
VALUE = vályú
VALUED = vályúd
VALUELESS = vályúles
VALUEPOINT = vályúpōnt
VALUES = vályúz
VALUES' = vályúz
VALUEVISION = vályúviźen
VALUING = vályúiŋ
VALUJET = vályújét
VALUJET'S = vályújéts
VALUKAS = velúkes
VALVANO = velvanò
VALVE = válv
VALVERDE = velvérdē
VALVES = válvz
VALVO = valvò
VALVOLINE = válvelín
VAMOS = vamòz
VAMP = vámp
VAMPIRE = vámpār
VAMPIRE'S = vámpārz
VAMPIRES = vámpārz
VAMPIRIC = vempirik
VAN = ván
VANA = váne
VANACKER = venáker
VANACORE = venekori
VANADIUM = venēdiem
VANAKEN = váneken
VANALLEN = venólen
VANALSTINE = venálstin
VANALSTYNE = vánelstān
VANAMAN = venómen
VANAMBURG = venámberg
VANAMBURGH = venámberg
VANANTWERP = venántwerp
VANARSDALE = vánerzdēl
VANARSDALL = venarsdel
VANASSE = venás
VANATTA = venate
VANATTER = venáter
VANAUKEN = venàken
VANAUSDALL = venàsdel
VANBEBBER = vánbéber
VANBEEK = vánbík
VANBENSCHOTEN = venbénśeten
VANBERGEN = venbergen
VANBIBBER = vánbiber
VANBIESBROUCK = vánbíesbrúk
VANBLARCOM = vánblarkem
VANBLARICOM = vánblárikem
VANBROCKLIN = vánbroklin
VANBRUNT = vánbrant
VANBUREN = venbyúren
VANBUSKIRK = vánbaskerk
VANCAMP = vánkámp
VANCAMPEN = vánkámpen
VANCE = váns
VANCIL = vánsel
VANCISE = vancās
VANCLEAVE = vánklev
VANCLEEF = vánklíf
VANCLEVE = vánklív
VANCOMYCIN = vánkòmāsin
VANCOTT = venkot
VANCOURT = venkort
VANCOUVER = venkúver
VANCOUVER'S = venkúverz
VANCURA = venkure
VANCUREN = venkyúren
VANDAELE = vendél
VANDAGRIFF = vándágrif
VANDAGRIFF(1) = vándegrif
VANDAL = vándel
VANDALEN = vándálen
VANDALISM = vándelizem
VANDALIZE = vándelāz
VANDALIZED = vándelāzd
VANDALIZING = vándelāziŋ
VANDALL = vándól
VANDALS = vándelz
VANDAM = vándám
VANDAMME = vándám
VANDE = vánd
VANDEBERG = vándeberg
VANDECAR = vándekar
VANDEGRIFT = vándegrift
VANDEHEI = vándehā
VANDEHEY = vándihi
VANDELLA = vándéle
VANDELLAS = vándélez
VANDEMAN = vándemen
VANDEMARK = vándemark
VANDEN = vánden
VANDENBERG = vándenberg
VANDENBERGH = vándenberg
VANDENBERGHE = vándenberg
VANDENBOOM = vándenbúm
VANDENBOS = vándenbòz
VANDENBOSCH = vándenbóś
VANDENBRINK = vándenbriŋk
VANDENBURG = vándenberg
VANDENBURGH = vándenberg
VANDENHEUVEL = vándenhōvel
VANDER = vánder
VANDERBECK = vánderbék
VANDERBEEK = vánderbík
VANDERBERG = vánderberg
VANDERBILT = vánderbilt
VANDERBURG = vánderberg
VANDERBUSH = vánderbuś
VANDERCOOK = vánderkuk
VANDERFORD = vánderferd
VANDERGRIFF = vándergrif
VANDERGRIFT = vándergrift
VANDERGRIFT'S = vándergrifts
VANDERHEIDE = vánderhād
VANDERHEIDEN = vánderhāden
VANDERHEYDEN = vánderhēden
VANDERHOEF = vánderhòf
VANDERHOFF = vánderhóf
VANDERHOOF = vánderhuf
VANDERHORST = vánderhorst
VANDERKOLK = vánderkòk
VANDERKOOI = vánderkúi
VANDERLAAN = vánderlan
VANDERLEEST = vánderelíst
VANDERLINDE = vánderlind
VANDERLINDEN = vánderlinden
VANDERLIP = vánderlip
VANDERMARK = vándermark
VANDERMEER = vándermir
VANDERMEULEN = vándermōlen
VANDERMOLEN = vándermolen
VANDERPLOEG = vánderplòg
VANDERPOEL = vánderpòl
VANDERPOL = vánderpól
VANDERPOOL = vánderpúl
VANDERSCHAAF = vánderśaf
VANDERSLICE = vánderslās
VANDERSLUIS = vánderslúis
VANDERSLUIS(1) = vánderslús
VANDERVEEN = vándervín
VANDERVEER = vándervir
VANDERVELDE = vándervéld
VANDERVELDEN = vándervélden
VANDERVLIET = vándervlít
VANDERVOORT = vándervurt
VANDERVORT = vándervort
VANDERWAL = vánderwal
VANDERWALL = vánderwal
VANDERWEELE = vánderwíl
VANDERWEIDE = vánderwād
VANDERWERF = vánderwerf
VANDERWERFF = vánderwerf
VANDERWILT = vánderwilt
VANDERWOUDE = vánderwàd
VANDERZANDEN = vánderzánden
VANDERZEE = vánderzí
VANDEUSEN = vendōsen
VANDEVANDER = vándevánder
VANDEVEER = vándevir
VANDEVELDE = vándevéld
VANDEVEN = vándeven
VANDEVENDER = vándevénder
VANDEVENTER = vándeventer
VANDEVER = vándíver
VANDEVOORDE = vándevurd
VANDEVOORT = vándevurt
VANDEWALKER = vándewóker
VANDEWALLE = vendúēl
VANDEWATER = vándewóter
VANDEZANDE = vándezind
VANDINE = vándān
VANDIVER = vándāver
VANDIVIER = vendāvier
VANDOREN = vendoren
VANDORN = vendorn
VANDRIEL = vándríl
VANDROSS = vándrós
VANDUNK = vándaŋk
VANDUSEN = vendúsen
VANDUYN = vándān
VANDUYNE = vándān
VANDUZER = vándúzer
VANDYCK = vendik
VANDYK = vándik
VANDYKE = vándāk
VANDYKEN = vándāken
VANDYNE = vándān
VANE = vēn
VANEATON = váneten
VANECEK = venésik
VANECK = vanék
VANEGAS = venígez
VANEK = venék
VANELLA = venéle
VANENGEN = venéŋen
VANEPPS = venéps
VANES = vēnz
VANESS = vánes
VANESSA = venése
VANESSEN = vanisen
VANETTEN = vánéten
VANEVERY = venévri
VANFLEET = vánflít
VANFOSSAN = venfosen
VANFOSSEN = venfosen
VANG = váŋ
VANGEL = vēŋgel
